Stages,C_Pt_in [M],C_Pd_in [M],C_Rh_in [M],q_Pt_in [mol PGM/mol ddFc],q_Pd_in [mol PGM/mol ddFc],q_Rh_in [mol PGM/mol ddFc],C_Pt_out [M],C_Pd_out [M],C_Rh_out [M],q_Pt_out [mol PGM/mol ligand],q_Pd_out [mol PGM/mol ligand],q_Rh_out [mol PGM/mol ligand],Material Residual Pt [mol PGM/time],Material Residual Pd [mol PGM/time],Material Residual Rh [mol PGM/time],Q_org [L/time],PGM Recovery [%],PPM Mass Total Feed [mg/L],PGM Relative Purity [%],Q_aq [L/time],C_lig [L/time],Q_aq/(Q_org*C_lig) [1/M],Ligand,q_max_Pt,q_max_Pd,q_max_Rh,K_eq_Pt,K_eq_Pd,K_eq_Rh
8,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7804415987449624e-05,4.706953936299137e-09,0.00033837333327086885,0.1404889293702376,0.1421301806660513,0.0003843142106024777,-6.876010177903069e-16,-1.2841724211787309e-14,-5.175371307723775e-19,0.1084520639287157,98.78322207243104,500.0,95,1,0.1,92.20663616483024,ddFc,0.2862012764909385,0.567409128009983,0.0036804740330198,1714.7405510981298,2522.6000741246467,1972.5376440957305
9,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.780988013934103e-05,1.6298647060358059e-09,0.0003384186712118695,0.14087719229140427,0.14252377508657535,0.00038118567711993285,-1.2450977748823533e-15,-8.254291347653542e-14,-2.879912020664621e-19,0.10815277803314188,98.79645783143984,500.0,95,1,0.1,92.46179508154327,ddFc,0.2862012764909385,0.567409128009983,0.0036804740330198,1714.7405510981298,2522.6000741246467,1972.5376440957305
10,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.781171238460418e-05,5.638887457740136e-10,0.0003384332491935395,0.1410024861922017,0.1426508037042266,0.0003801760495307016,-2.420156089422143e-15,-9.204327838102655e-13,-3.6337713437209485e-19,0.10805654422727667,98.80071366326546,500.0,95,1,0.1,92.54414039900142,ddFc,0.2862012764909385,0.567409128009983,0.0036804740330198,1714.7405510981298,2522.6000741246467,1972.5376440957305
11,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.78123241731505e-05,1.955578899842668e-10,0.0003384378810393406,0.1410423402374849,0.14269121551687627,0.0003798548866410879,-6.449485043247272e-15,-6.1312491542175884e-12,-5.38712954453735e-19,0.10802596753488283,98.8020658639485,500.0,95,1,0.1,92.5703349684962,ddFc,0.2862012764909385,0.567409128009983,0.0036804740330198,1714.7405510981298,2522.6000741246467,1972.5376440957305
12,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7812527910349968e-05,6.924142546992606e-11,0.0003384393458807194,0.14105494797500953,0.14270400265683322,0.0003797532795700078,-9.497611030973019e-15,-1.9458012241388434e-11,-5.429481191900065e-19,0.10801629754169494,98.80249350329534,500.0,95,1,0.1,92.57862218560065,ddFc,0.2862012764909385,0.567409128009983,0.0036804740330198,1714.7405510981298,2522.6000741246467,1972.5376440957305
3,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.614337597809746e-05,1.022357376329422e-06,0.00032614893372023775,0.0815921838629917,0.08240104967081625,0.0008768737813313093,-2.883977778811442e-17,4.38451358553138e-16,-2.0904773138236132e-18,0.1869410037490507,95.21448465497782,500.0,95,1,0.1,53.49281216775739,ddFc,0.2769160914998615,0.5659850781922464,0.0032370875607691,2003.6360046425689,2574.9904329484098,2662.6517814306744
4,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.712396093812752e-05,4.415802578978037e-07,0.00033374528272445754,0.10992917220956111,0.1111322595465072,0.000634344537151955,-9.30158727818764e-15,-3.1625375061794525e-13,-2.636644158213186e-17,0.1386630918211483,97.43212935933413,500.0,95,1,0.1,72.1172438077343,ddFc,0.2769160914998615,0.5659850781922464,0.0032370875607691,2003.6360046425689,2574.9904329484098,2662.6517814306744
5,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7529950863305822e-05,1.8020706479470875e-07,0.0003364930006339024,0.12573294233275142,0.12716441808165735,0.0004990272044361984,-8.667112166849122e-16,-2.505808061048498e-14,-3.2339717926169187e-18,0.12120180056115279,98.23428603585866,500.0,95,1,0.1,82.50702509121936,ddFc,0.2769160914998615,0.5659850781922464,0.0032370875607691,2003.6360046425689,2574.9904329484098,2662.6517814306744
6,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7695514266468625e-05,7.121854987314921e-08,0.00033756792231045516,0.13322816115865158,0.13476914058510292,0.0004348470508002748,-2.168404344971009e-19,2.168404344971009e-18,-5.166900978251232e-20,0.11437073989481603,98.5480939404561,500.0,95,1,0.1,87.43495066305206,ddFc,0.2769160914998615,0.5659850781922464,0.0032370875607691,2003.6360046425689,2574.9904329484098,2662.6517814306744
7,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7760081085251245e-05,2.7672824150396125e-08,0.0003379673226169784,0.13624621765859313,0.13783183948403815,0.0004090024651578684,-2.6020852139652106e-18,2.168404344971009e-19,1.1858461261560205e-20,0.11183251880454662,98.66469310858113,500.0,95,1,0.1,89.41942922234747,ddFc,0.2769160914998615,0.5659850781922464,0.0032370875607691,2003.6360046425689,2574.9904329484098,2662.6517814306744
8,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.778431388581745e-05,1.0671657890163712e-08,0.00033810472423915285,0.13731627494586668,0.13891809155787888,0.0003998381980898451,-2.649790109554573e-16,-1.2728533504979822e-16,-2.744386749103933e-19,0.11095928269505217,98.70480553359161,500.0,95,1,0.1,90.12314929506941,ddFc,0.2769160914998615,0.5659850781922464,0.0032370875607691,2003.6360046425689,2574.9904329484098,2662.6517814306744
9,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.779324165691994e-05,4.103411671399657e-09,0.00033814954946290756,0.13766894946847616,0.1392762896408256,0.0003968172767389887,4.336808689942018e-19,8.673617379884035e-19,-2.541098841762901e-21,0.11067438337738703,98.71789161218358,500.0,95,1,0.1,90.35514538085239,ddFc,0.2769160914998615,0.5659850781922464,0.0032370875607691,2003.6360046425689,2574.9904329484098,2662.6517814306744
10,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7796518174527545e-05,1.5761911389367725e-09,0.00033816379306213283,0.1377813657459806,0.13939054671092896,0.00039585412353466075,-1.8604909279851256e-16,-1.3685884023284522e-14,2.456395547037471e-20,0.11058384597197621,98.72204982586958,500.0,95,1,0.1,90.4291211081062,ddFc,0.2769160914998615,0.5659850781922464,0.0032370875607691,2003.6360046425689,2574.9904329484098,2662.6517814306744
11,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7797723952137085e-05,6.056272283173127e-10,0.0003381682695213744,0.1378167218948008,0.1394265142672464,0.0003955511107466626,-1.1552390988267547e-14,-3.846114832867231e-12,-6.022404254978075e-19,0.11055538878242907,98.72335666368414,500.0,95,1,0.1,90.4523977540327,ddFc,0.2769160914998615,0.5659850781922464,0.0032370875607691,2003.6360046425689,2574.9904329484098,2662.6517814306744
12,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7798170620739333e-05,2.3288120696361647e-10,0.00033816967046272015,0.13782778595891224,0.13943778226109257,0.0003954562532410792,-6.2491244817719505e-15,-4.924568348593783e-12,-4.1589317710186147e-19,0.110546481589733,98.72376564833647,500.0,95,1,0.1,90.4596858822936,ddFc,0.2769160914998615,0.5659850781922464,0.0032370875607691,2003.6360046425689,2574.9904329484098,2662.6517814306744
3,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.671207427241285e-05,8.269178150579121e-07,0.00033324084950070605,0.09736376600983349,0.09837813902612791,0.0005938957075275987,-4.9873299934333204e-18,8.847089727481716e-17,-1.5585406229479126e-19,0.15660073959075746,97.2848673434983,500.0,95,1,0.1,63.8566588263431,ddFc,0.2829086471374321,0.5749463488722809,0.0039144934316294,1863.9811532360657,2617.599565344889,1302.63488171604
4,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7453742986979623e-05,3.2084298202952553e-07,0.00033771713341090317,0.12673558017358394,0.12816036595673178,0.00040118159804200694,-6.2040216713965535e-15,-1.559718066507232e-13,-1.3745650668042786e-17,0.12024895501740246,98.59165397259206,500.0,95,1,0.1,83.16080583446897,ddFc,0.2829086471374321,0.5749463488722809,0.0039144934316294,1863.9811532360657,2617.599565344889,1302.63488171604
5,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.773358687333365e-05,1.1830981444987642e-07,0.00033918603559412536,0.14066615609199665,0.14229237492200594,0.00030975354343085247,-3.3458479042902667e-16,-5.689242479900436e-15,-1.3129010682441655e-18,0.10832045933287851,99.02047881279233,500.0,95,1,0.1,92.31866317395405,ddFc,0.2829086471374321,0.5749463488722809,0.0039144934316294,1863.9811532360657,2617.599565344889,1302.63488171604
6,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7834757173444632e-05,4.250361293450952e-08,0.0003396679525665817,0.14592930102745125,0.14763342892316098,0.00027520695157067724,-2.168404344971009e-19,6.505213034913027e-19,-2.541098841762901e-20,0.10440679719698591,99.16116753329656,500.0,95,1,0.1,95.77920469232329,ddFc,0.2829086471374321,0.5749463488722809,0.0039144934316294,1863.9811532360657,2617.599565344889,1302.63488171604
7,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7869749215777794e-05,1.510204363643679e-08,0.000339812170990354,0.14758159368306908,0.14931110005719947,0.0002643595432779256,-1.6263032587282567e-17,2.5153490401663703e-17,-1.0672615135404184e-19,0.10323550950240017,99.20327002537157,500.0,95,1,0.1,96.86589477012757,ddFc,0.2829086471374321,0.5749463488722809,0.0039144934316294,1863.9811532360657,2617.599565344889,1302.63488171604
8,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7881621778820512e-05,5.345286917079332e-09,0.0003398523742488142,0.14804875085630584,0.1497858471499242,0.00026129173565308866,-2.25730892311482e-16,-9.627715291671279e-17,3.9387032047324966e-20,0.10290895534949107,99.21500678775212,500.0,95,1,0.1,97.17327288027371,ddFc,0.2829086471374321,0.5749463488722809,0.0039144934316294,1863.9811532360657,2617.599565344889,1302.63488171604
9,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7885647536241606e-05,1.8896394723494825e-09,0.0003398632159493583,0.1481751795494606,0.14991449147558505,0.00026046113510555334,-7.088513803710228e-16,-1.0319219437282534e-14,-1.1350241493207625e-19,0.10282087782970793,99.21817186610548,500.0,95,1,0.1,97.25651259817107,ddFc,0.2829086471374321,0.5749463488722809,0.0039144934316294,1863.9811532360657,2617.599565344889,1302.63488171604
10,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7887021382418876e-05,6.677709823234641e-10,0.0003398661040251168,0.14820887347531536,0.14994883498701625,0.0002602396486378103,-1.6436504934880247e-16,-3.566417994260718e-14,1.1858461261560205e-20,0.10279740975104587,99.21901499823487,500.0,95,1,0.1,97.27871572073593,ddFc,0.2829086471374321,0.5749463488722809,0.0039144934316294,1863.9811532360657,2617.599565344889,1302.63488171604
11,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.7887493648032604e-05,2.3635957667586887e-10,0.0003398668702691228,0.14821780772557994,0.14995796303560444,0.0002601808731919208,-6.856060857929336e-15,-4.7463706142475415e-12,-3.350015306390758e-19,0.10279118148206355,99.21923869213852,500.0,95,1,0.1,97.28460998130409,ddFc,0.2829086471374321,0.5749463488722809,0.0039144934316294,1863.9811532360657,2617.599565344889,1302.63488171604
12,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.788765359564783e-05,8.709877108792082e-11,0.00033986707330341856,0.14822017181471833,0.1499603889524502,0.00026016529798578923,-2.6618681217560614e-14,-4.3905108932165704e-11,-6.45862622281404e-19,0.10278953118850907,99.21929796507747,500.0,95,1,0.1,97.28617189293988,ddFc,0.2829086471374321,0.5749463488722809,0.0039144934316294,1863.9811532360657,2617.599565344889,1302.63488171604
3,0.0015414358509205455,0.0015414358509205455,0.0003425413002045657,0,0,0,1.697122779054772e-05,5.659255495032171e-07,0.0003332059134174907,0.09077553884003418,0.09175240647485282,0.0005558835233165022,-2.6020852139652106e-18,2.7538735181131813e-17,-8.470329472543003e-21,0.16793782142306327,97.27466825708319,500.0,95,1,0.1,59.54584807199767,ddFc,0.2851728877235839,0.5623256731046884,0.0037605549362723,1597.1954279022968,2648.75250682862,1142.6530225115073
